"StartDate","EndDate","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","Age","Gender","Gender_4_TEXT","Q15","Q5","Q7","Q44","TravelScore","FitnessScore","FamilyScore","WorkScore","LeisureScore","PresentationType","CompleteFlag","confirmation","personalization","purchases","purchase_amount","top_lifestyle","max_lifestyle_value","accurate","generic","inaccurate","bundle","individual"
"2025-07-28 16:48:25","2025-07-28 16:52:46","100","261","True","2025-07-28 16:52:47","R_1XjjauLGN0pM5zQ","anonymous","EN","0.8999999761581421","55-64 years old","Female","","Less than $25,000","Catching up on work, studying, or learning something new","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","1","1","0","Generic_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98),Tile by Life360 Pro ($34.99)",265.97,"TravelScore","1",0,1,0,1,0
"2025-07-28 16:51:16","2025-07-28 16:52:53","100","96","True","2025-07-28 16:52:53","R_3hyaNjrOu7olnak","anonymous","EN","0.8999999761581421","55-64 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Generic_Individual","true","","A little","None of the above ($0.00)",0,"FamilyScore","2",0,1,0,0,1
"2025-07-28 16:50:37","2025-07-28 16:52:53","100","136","True","2025-07-28 16:52:54","R_6f90aOJt4rSM61X","anonymous","EN","0.8999999761581421","25-34 years old","Male","","$100,000-$149,999","Spending time at home with family","Advancing in my career or studies is my top priority","IM_2ghGARjtqABRyjY","1","0","1","1","0","Accurate_Individual","true","I read the product page and product descriptions","Definitely","JBL Clip 5 Speaker ($79.95)",79.95,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:52:20","2025-07-28 16:52:55","100","34","True","2025-07-28 16:52:55","R_3doBFxRoSjiiJJj","anonymous","EN","1","18-24 years old","Male","","$50,000-$74,999","Exercising, going to the gym, or outdoor activities","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","1","1","0","0","Accurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99)",54.99,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:51:38","2025-07-28 16:52:55","100","77","True","2025-07-28 16:52:56","R_1Wh7dSSikX5K7wR","anonymous","EN","0.699999988079071","25-34 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Accurate_Bundle","true","","A little","JBL Clip 5 Speaker ($79.95)",79.95,"LeisureScore","2",1,0,0,1,0
"2025-07-28 16:51:33","2025-07-28 16:52:58","100","84","True","2025-07-28 16:52:59","R_1IRVJS5tcFX49ny","anonymous","EN","0.8999999761581421","35-44 years old","Female","","$25,000-$49,999","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","2","0","0","0","1","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99)",265.97,"TravelScore","2",1,0,0,0,1
"2025-07-28 16:50:37","2025-07-28 16:53:04","100","146","True","2025-07-28 16:53:04","R_1WD8TjhbTkrC6Y1","anonymous","EN","0.699999988079071","65+ years old","Female","","$50,000-$74,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","2","0","0","0","Inaccurate_Individual","true","","Not at all","None of the above ($0.00)",0,"FitnessScore","2",0,0,1,0,1
"2025-07-28 16:50:48","2025-07-28 16:53:09","100","141","True","2025-07-28 16:53:10","R_7HM1eO2nfYzj4Ij","anonymous","EN","1","65+ years old","Female","","$25,000-$49,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98),HD Mini Projector ($59.99)",290.97,"FitnessScore","1",0,0,1,1,0
"2025-07-28 16:50:34","2025-07-28 16:53:10","100","155","True","2025-07-28 16:53:10","R_3M1aIi0rOw7uh3j","anonymous","EN","1","35-44 years old","Female","","$150,000 or more","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","HD Mini Projector ($59.99)",59.99,"LeisureScore","3",0,0,1,1,0
"2025-07-28 16:51:34","2025-07-28 16:53:13","100","98","True","2025-07-28 16:53:14","R_7S6QETWY7Bec9MO","anonymous","EN","0.8999999761581421","18-24 years old","Non-binary / third gender","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Accurate_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98)",230.98,"LeisureScore","3",1,0,0,1,0
"2025-07-28 16:51:53","2025-07-28 16:53:15","100","82","True","2025-07-28 16:53:16","R_36gzA83wJHW2gIl","anonymous","EN","1","25-34 years old","Male","","$25,000-$49,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_ac1nk23vrUF5PBs","1","0","0","1","1","Generic_Individual","true","I read the product page and product descriptions","Definitely","HD Mini Projector ($59.99)",59.99,"TravelScore","1",0,1,0,0,1
"2025-07-28 16:50:09","2025-07-28 16:53:17","100","187","True","2025-07-28 16:53:17","R_66mb8bDk3rMvGSo","anonymous","EN","0.8999999761581421","55-64 years old","Female","","Less than $25,000","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","0","0","2","Generic_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),JBL Clip 5 Speaker ($79.95)",263.94,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:51:48","2025-07-28 16:53:21","100","92","True","2025-07-28 16:53:21","R_6HvGCrEBvc8Yrbr","anonymous","EN","1","45-54 years old","Male","","$25,000-$49,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","1","0","0","Inaccurate_Bundle","true","","Not at all","Tile by Life360 Pro ($34.99)",34.99,"TravelScore","1",0,0,1,1,0
"2025-07-28 16:51:46","2025-07-28 16:53:22","100","95","True","2025-07-28 16:53:22","R_3DvcgUHoG9dqjFl","anonymous","EN","0.8999999761581421","45-54 years old","Female","","$75,000-$99,999","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","2","0","0","0","1","Generic_Individual","true","","A little","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99),JBL Clip 5 Speaker ($79.95)",298.93,"TravelScore","2",0,1,0,0,1
"2025-07-28 16:51:31","2025-07-28 16:53:30","100","119","True","2025-07-28 16:53:31","R_19V9lJ1n6uVKgsF","anonymous","EN","1","65+ years old","Male","","$25,000-$49,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","0","0","1","Inaccurate_Individual","true","I read the product page and product descriptions","A little","None of the above ($0.00",0,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:51:31","2025-07-28 16:53:31","100","120","True","2025-07-28 16:53:31","R_5W6VM05v7CJQjeN","anonymous","EN","1","65+ years old","Female","","$25,000-$49,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_6Jt3FMUSSNIp8W2","0","1","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"FitnessScore","1",0,0,1,1,0
"2025-07-28 16:51:47","2025-07-28 16:53:32","100","105","True","2025-07-28 16:53:32","R_638xySEj1pl0kEa","anonymous","EN","1","55-64 years old","Male","","$50,000-$74,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"TravelScore","1",0,0,1,1,0
"2025-07-28 16:51:42","2025-07-28 16:53:34","100","112","True","2025-07-28 16:53:35","R_5w9NJRM6CzOk73r","anonymous","EN","0.8999999761581421","65+ years old","Male","","$75,000-$99,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"TravelScore","1",0,0,1,1,0
"2025-07-28 16:50:58","2025-07-28 16:53:38","100","159","True","2025-07-28 16:53:39","R_7o8Vn19qHYoQNMd","anonymous","EN","0.8999999761581421","45-54 years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","0","0","2","Accurate_Individual","true","I read the product page and product descriptions","A little","Apple Airpods 4 ($129.00)",129,"LeisureScore","2",1,0,0,0,1
"2025-07-28 16:51:42","2025-07-28 16:53:41","100","119","True","2025-07-28 16:53:42","R_30oocxactFR3Rpq","anonymous","EN","0.8999999761581421","55-64 years old","Male","","$100,000-$149,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","2","0","0","0","Generic_Bundle","true","I read the product page and product descriptions","Definitely","Tile by Life360 Pro ($34.99)",34.99,"FitnessScore","2",0,1,0,1,0
"2025-07-28 16:49:41","2025-07-28 16:53:45","100","243","True","2025-07-28 16:53:45","R_7tlJdtCC5IgDLzz","anonymous","EN","0.8999999761581421","25-34 years old","Male","","$75,000-$99,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_b3K7jxlFVxXXbwy","1","0","0","0","2","Generic_Individual","true","I read the product page and product descriptions","A little","Apple Airpods 4 ($129.00)",129,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:51:14","2025-07-28 16:53:50","100","155","True","2025-07-28 16:53:51","R_1LXs2eklKDuGshv","anonymous","EN","0.8999999761581421","18-24 years old","Female","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Generic_Bundle","true","I read the product page and product descriptions","A little","HD Mini Projector ($59.99)",59.99,"LeisureScore","3",0,1,0,1,0
"2025-07-28 16:51:46","2025-07-28 16:53:52","100","125","True","2025-07-28 16:53:52","R_3x7ZtjbaB9vfiMh","anonymous","EN","0.8999999761581421","45-54 years old","Female","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Inaccurate_Individual","true","","Not at all","Apple Airpods 4 ($129.00),Roku Streaming Stick 4K ($46.99),HD Mini Projector ($59.99)",235.98,"LeisureScore","2",0,0,1,0,1
"2025-07-28 16:51:51","2025-07-28 16:53:55","100","123","True","2025-07-28 16:53:55","R_3qXWdQRR3oOpkI1","anonymous","EN","0.8999999761581421","25-34 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Generic_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Roku Streaming Stick 4K ($46.99),JBL Clip 5 Speaker ($79.95)",255.94,"FamilyScore","2",0,1,0,0,1
"2025-07-28 16:52:22","2025-07-28 16:54:15","100","112","True","2025-07-28 16:54:15","R_5c1INj2rJFqQXFJ","anonymous","EN","1","55-64 years old","Female","","$150,000 or more","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Generic_Bundle","true","I read the product page and product descriptions","A little","None of the above ($0.00)",0,"FamilyScore","2",0,1,0,1,0
"2025-07-28 16:50:09","2025-07-28 16:54:17","100","248","True","2025-07-28 16:54:18","R_7kLyJ7ixkzc6z3k","anonymous","EN","0.800000011920929","35-44 years old","Female","","$75,000-$99,999","Watching shows, playing games, or relaxing","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","0","1","2","Generic_Individual","true","","Definitely","Anker Portable Charger ($54.99)",54.99,"LeisureScore","2",0,1,0,0,1
"2025-07-28 16:51:10","2025-07-28 16:54:19","100","188","True","2025-07-28 16:54:19","R_60AzLqQ5avh5gSh","anonymous","EN","1","35-44 years old","Male","","$50,000-$74,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_3lbQIKzQjdSdYiy","0","3","0","0","0","Accurate_Bundle","true","I read the product page and product descriptions","A little","JBL Clip 5 Speaker ($79.95)",79.95,"FitnessScore","3",1,0,0,1,0
"2025-07-28 16:51:59","2025-07-28 16:54:24","100","144","True","2025-07-28 16:54:25","R_1jUrjiuKHPkD98i","anonymous","EN","1","45-54 years old","Female","","$25,000-$49,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Inaccurate_Bundle","true","","A little","Bundle ($230.98)",230.98,"FamilyScore","2",0,0,1,1,0
"2025-07-28 16:51:23","2025-07-28 16:54:27","100","184","True","2025-07-28 16:54:28","R_7mlq0LwpvhGUmfo","anonymous","EN","1","65+ years old","Male","","$25,000-$49,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","2","0","0","1","Accurate_Individual","true","","Not at all","None of the above ($0.00)",0,"FitnessScore","2",1,0,0,0,1
"2025-07-28 16:53:05","2025-07-28 16:54:33","100","87","True","2025-07-28 16:54:33","R_3a5DqJ4zXoj5Xqh","anonymous","EN","0.8999999761581421","35-44 years old","Female","","Less than $25,000","Catching up on work, studying, or learning something new","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","1","2","Inaccurate_Individual","true","I read the product page and product descriptions","Definitely","Roku Streaming Stick 4K ($46.99)",46.99,"LeisureScore","2",0,0,1,0,1
"2025-07-28 16:50:14","2025-07-28 16:54:39","100","264","True","2025-07-28 16:54:40","R_1xQzhLSE3Rvt8WO","anonymous","EN","1","65+ years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","0","0","1","Inaccurate_Individual","true","I read the product page and product descriptions","A little","JBL Clip 5 Speaker ($79.95)",79.95,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:53:18","2025-07-28 16:54:46","100","87","True","2025-07-28 16:54:46","R_5oefq54RarpEDgB","anonymous","EN","0.8999999761581421","25-34 years old","Male","","$25,000-$49,999","Exploring new places or taking short trips","Advancing in my career or studies is my top priority","IM_ac1nk23vrUF5PBs","1","0","0","2","0","Inaccurate_Bundle","true","I read the product page and product descriptions","Definitely","Tile by Life360 Pro ($34.99)",34.99,"WorkScore","2",0,0,1,1,0
"2025-07-28 16:50:10","2025-07-28 16:54:50","100","280","True","2025-07-28 16:54:51","R_11arfAPGn2VcQKR","anonymous","EN","1","55-64 years old","Female","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:52:30","2025-07-28 16:54:50","100","140","True","2025-07-28 16:54:51","R_3ojJiZsOvLxa73r","anonymous","EN","0.8999999761581421","35-44 years old","Male","","$150,000 or more","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_3lbQIKzQjdSdYiy","1","1","0","0","1","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","HD Mini Projector ($59.99)",59.99,"TravelScore","1",1,0,0,1,0
"2025-07-28 16:52:24","2025-07-28 16:54:51","100","147","True","2025-07-28 16:54:52","R_3j6eDnmaRrKcEtS","anonymous","EN","0.699999988079071","55-64 years old","Male","","$100,000-$149,999","Spending time at home with family","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","1","1","1","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99),JBL Clip 5 Speaker ($79.95)",298.93,"FamilyScore","1",1,0,0,0,1
"2025-07-28 16:51:04","2025-07-28 16:54:52","100","227","True","2025-07-28 16:54:53","R_1CBX7V8G8FxcEPt","anonymous","EN","0.699999988079071","35-44 years old","Male","","$150,000 or more","Spending time at home with family","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","1","1","1","Generic_Bundle","true","","Definitely","HD Mini Projector ($59.99)",59.99,"FamilyScore","1",0,1,0,1,0
"2025-07-28 16:51:37","2025-07-28 16:54:57","100","199","True","2025-07-28 16:54:57","R_3gHJUvSxnrunmG5","anonymous","EN","0.8999999761581421","25-34 years old","Female","","$25,000-$49,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_3lbQIKzQjdSdYiy","0","3","0","0","0","Inaccurate_Individual","true","","Definitely","Apple Airpods 4 ($129.00)",129,"FitnessScore","3",0,0,1,0,1
"2025-07-28 16:51:12","2025-07-28 16:54:58","100","225","True","2025-07-28 16:54:58","R_3P5k2VB0zysXMnv","anonymous","EN","1","25-34 years old","Female","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Inaccurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",276.91,"LeisureScore","2",0,0,1,0,1
"2025-07-28 16:51:13","2025-07-28 16:55:04","100","231","True","2025-07-28 16:55:05","R_7zgLwDUpzymA4WR","anonymous","EN","1","45-54 years old","Male","","$75,000-$99,999","Exploring new places or taking short trips","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","2","0","1","0","0","Generic_Individual","true","I read the product page and product descriptions","Not at all","HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",139.94,"TravelScore","2",0,1,0,0,1
"2025-07-28 16:54:10","2025-07-28 16:55:04","100","54","True","2025-07-28 16:55:05","R_1EaPWBXpp7EXhqQ","anonymous","EN","1","45-54 years old","Male","","$25,000-$49,999","Spending time at home with family","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","1","1","1","Generic_Bundle","true","I read the product page and product descriptions","A little","HD Mini Projector ($59.99)",59.99,"FamilyScore","1",0,1,0,1,0
"2025-07-28 16:54:26","2025-07-28 16:55:29","100","63","True","2025-07-28 16:55:30","R_590PYzY2sw8qRfC","anonymous","EN","1","35-44 years old","Male","","$150,000 or more","Exploring new places or taking short trips","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","2","0","0","0","1","Inaccurate_Bundle","true","","Definitely","HD Mini Projector ($59.99)",59.99,"TravelScore","2",0,0,1,1,0
"2025-07-28 16:53:03","2025-07-28 16:55:30","100","147","True","2025-07-28 16:55:31","R_7cZc2yMvK3bdk5V","anonymous","EN","1","35-44 years old","Male","","$25,000-$49,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","1","0","1","Inaccurate_Individual","true","","A little","HD Mini Projector ($59.99)",59.99,"FitnessScore","1",0,0,1,0,1
"2025-07-28 16:54:48","2025-07-28 16:55:30","100","42","True","2025-07-28 16:55:31","R_3GIb3utDulgkcUh","anonymous","EN","0.8999999761581421","18-24 years old","Male","","$25,000-$49,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_ac1nk23vrUF5PBs","1","0","0","1","1","Accurate_Bundle","true","","Definitely","Tile by Life360 Pro ($34.99)",34.99,"TravelScore","1",1,0,0,1,0
"2025-07-28 16:51:35","2025-07-28 16:55:38","100","243","True","2025-07-28 16:55:39","R_1eRTx4JOAyCrdSf","anonymous","EN","0.8999999761581421","55-64 years old","Female","","$25,000-$49,999","Exercising, going to the gym, or outdoor activities","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","2","0","0","0","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Anker Portable Charger ($54.99),HD Mini Projector ($59.99)",114.98,"FitnessScore","2",1,0,0,0,1
"2025-07-28 16:54:18","2025-07-28 16:55:39","100","81","True","2025-07-28 16:55:40","R_33dVrLNAgDztjAG","anonymous","EN","0.8999999761581421","35-44 years old","Male","","$75,000-$99,999","Exploring new places or taking short trips","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","2","1","0","0","0","Generic_Individual","true","I read the product page and product descriptions","Definitely","Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99)",89.98,"TravelScore","2",0,1,0,0,1
"2025-07-28 16:52:38","2025-07-28 16:55:48","100","189","True","2025-07-28 16:55:49","R_3eaCUMyzFx2ueyg","anonymous","EN","0.8999999761581421","45-54 years old","Male","","Less than $25,000","Spending time at home with family","I focus on building a comfortable and stable home life","IM_2ghGARjtqABRyjY","1","0","2","0","0","Generic_Bundle","true","I read the product page and product descriptions","Not at all","HD Mini Projector ($59.99)",59.99,"FamilyScore","2",0,1,0,1,0
"2025-07-28 16:53:59","2025-07-28 16:55:49","100","109","True","2025-07-28 16:55:49","R_6E5pqOhAXGiwl2x","anonymous","EN","0.8999999761581421","65+ years old","Male","","$50,000-$74,999","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","0","0","2","Generic_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"LeisureScore","2",0,1,0,1,0
"2025-07-28 16:53:02","2025-07-28 16:55:52","100","169","True","2025-07-28 16:55:52","R_7qVzYpPjw43lsTj","anonymous","EN","0.8999999761581421","35-44 years old","Female","","$50,000-$74,999","Watching shows, playing games, or relaxing","I like to stay on the move and explore new environments","IM_2ghGARjtqABRyjY","2","0","0","0","1","Inaccurate_Individual","true","","A little","Anker Portable Charger ($54.99)",54.99,"TravelScore","2",0,0,1,0,1
"2025-07-28 16:54:21","2025-07-28 16:55:57","100","96","True","2025-07-28 16:55:58","R_6qw0XEu6SeobQTh","anonymous","EN","0.8999999761581421","35-44 years old","Male","","$25,000-$49,999","Exercising, going to the gym, or outdoor activities","I like to stay on the move and explore new environments","IM_b3K7jxlFVxXXbwy","1","1","0","0","1","Inaccurate_Individual","true","I read the product page and product descriptions","Definitely","Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99),Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99),JBL Clip 5 Speaker ($79.95)",276.91,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:52:39","2025-07-28 16:56:00","100","201","True","2025-07-28 16:56:01","R_6oyxOkb09UyXzqu","anonymous","EN","0.8999999761581421","65+ years old","Female","","$25,000-$49,999","Watching shows, playing games, or relaxing","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","0","0","1","Accurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00)",129,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:53:52","2025-07-28 16:56:02","100","129","True","2025-07-28 16:56:02","R_5JgK7x0Cxwt3o9b","anonymous","EN","0.800000011920929","18-24 years old","Non-binary / third gender","","Less than $25,000","Watching shows, playing games, or relaxing","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","0","0","3","Generic_Individual","true","I read the product page and product descriptions","Not at all","Anker Portable Charger ($54.99),HD Mini Projector ($59.99)",114.98,"LeisureScore","3",0,1,0,0,1
"2025-07-28 16:52:52","2025-07-28 16:56:03","100","191","True","2025-07-28 16:56:04","R_3Nzw0FGFtA5fSTY","anonymous","EN","1","55-64 years old","Male","","Less than $25,000","Watching shows, playing games, or relaxing","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Inaccurate_Bundle","true","I read the product page and product descriptions","Not at all","HD Mini Projector ($59.99)",59.99,"LeisureScore","2",0,0,1,1,0
"2025-07-28 16:51:14","2025-07-28 16:56:15","100","301","True","2025-07-28 16:56:16","R_12So5zH8QLWwsHl","anonymous","EN","1","65+ years old","Female","","$100,000-$149,999","Spending time at home with family","I focus on building a comfortable and stable home life","IM_b3K7jxlFVxXXbwy","0","0","2","0","1","Accurate_Bundle","true","I read the product page and product descriptions","Definitely","Bundle ($230.98)",230.98,"FamilyScore","2",1,0,0,1,0
"2025-07-28 16:54:54","2025-07-28 16:56:19","100","85","True","2025-07-28 16:56:20","R_7eFV1D4Lqu82iFs","anonymous","EN","0.8999999761581421","55-64 years old","Female","","Less than $25,000","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_b3K7jxlFVxXXbwy","0","0","1","0","2","Generic_Bundle","true","","Definitely","None of the above ($0.00)",0,"LeisureScore","2",0,1,0,1,0
"2025-07-28 16:55:48","2025-07-28 16:56:29","100","40","True","2025-07-28 16:56:29","R_7gcBXlDugdO0UwA","anonymous","EN","0.8999999761581421","45-54 years old","Female","","$50,000-$74,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_b3K7jxlFVxXXbwy","0","1","1","0","1","Inaccurate_Bundle","true","I read the product page and product descriptions","A little","Bundle ($230.98)",230.98,"FitnessScore","1",0,0,1,1,0
"2025-07-28 16:53:24","2025-07-28 16:56:29","100","185","True","2025-07-28 16:56:30","R_6jclnmieuv6Bko2","anonymous","EN","1","65+ years old","Female","","Less than $25,000","Spending time at home with family","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","1","0","0","Accurate_Individual","true","I read the product page and product descriptions","A little","Apple Airpods 4 ($129.00),Anker Portable Charger ($54.99),Tile by Life360 Pro ($34.99)",218.98,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:53:13","2025-07-28 16:56:37","100","204","True","2025-07-28 16:56:38","R_3jDO3RQDUqH3Ad3","anonymous","EN","0.800000011920929","35-44 years old","Female","","$75,000-$99,999","Spending time at home with family","I try to maintain a healthy body and mind","IM_2ghGARjtqABRyjY","1","1","1","0","0","Inaccurate_Individual","true","I read the product page and product descriptions","Definitely","Apple Airpods 4 ($129.00),Tile by Life360 Pro ($34.99),HD Mini Projector ($59.99)",223.98,"TravelScore","1",0,0,1,0,1
"2025-07-28 16:54:01","2025-07-28 16:56:45","100","163","True","2025-07-28 16:56:46","R_7wEOdSQBHaxuGuU","anonymous","EN","0.8999999761581421","35-44 years old","Female","","$25,000-$49,999","Spending time at home with family","Advancing in my career or studies is my top priority","IM_b3K7jxlFVxXXbwy","0","0","1","1","1","Generic_Individual","true","I read the product page and product descriptions","Not at all","None of the above ($0.00)",0,"FamilyScore","1",0,1,0,0,1
"2025-07-28 16:54:16","2025-07-28 16:56:48","100","151","True","2025-07-28 16:56:48","R_3PYQ4Xjg9ufsj2S","anonymous","EN","0.8999999761581421","65+ years old","Female","","$25,000-$49,999","Spending time at home with family","I enjoy entertainment and look for ways to relax and have fun","IM_2ghGARjtqABRyjY","1","0","1","0","1","Accurate_Individual","true","I read the product page and product descriptions","A little","Anker Portable Charger ($54.99),Roku Streaming Stick 4K ($46.99)",101.98,"TravelScore","1",1,0,0,0,1
"2025-07-28 16:55:43","2025-07-28 16:56:56","100","72","True","2025-07-28 16:56:56","R_3Eim8p8WF6ixwWw","anonymous","EN","0.8999999761581421","18-24 years old","Female","","$25,000-$49,999","Spending time at home with family","I like to stay on the move and explore new environments","IM_2ghGARjtqABRyjY","2","0","1","0","0","Inaccurate_Individual","true","I read the product page and product descriptions","A little","HD Mini Projector ($59.99)",59.99,"TravelScore","2",0,0,1,0,1
